-2.0722,-8.4428,-2.3294
-2.3263,-9.471,0.17023
-2.0923,-8.512,-2.0237
-2.3358,-9.4955,0.51247
-2.0846,-8.474,-1.6963
-2.3451,-9.5261,0.85831
-2.1529,-8.7385,-1.4254
-2.3584,-9.5656,1.2097
-2.2959,-9.305,-1.1768
-2.371,-9.6023,1.5665
-2.3023,-9.3171,-0.83966
-2.384,-9.6478,1.9318
-2.3182,-9.3744,-0.50609
-2.3959,-9.6816,2.3026
-2.3325,-9.418,-0.16936
-2.4074,-9.7131,2.6814
-2.1008,-8.4257,-2.3268
-2.3613,-9.4706,0.17037
-2.1098,-8.4555,-2.012
-2.3772,-9.5202,0.51425
-2.1042,-8.4206,-1.6871
-2.3853,-9.5387,0.86023
-2.1782,-8.7038,-1.4211
-2.3932,-9.5631,1.2104
-2.3356,-9.3258,-1.1804
-2.4107,-9.6189,1.5706
-2.343,-9.3419,-0.84262
-2.4227,-9.6523,1.9344
-2.3559,-9.3794,-0.50682
-2.4395,-9.7049,2.3102
-2.3717,-9.435,-0.16981
-2.4464,-9.7253,2.6871
-2.1292,-8.4146,-2.3257
-2.4014,-9.4832,0.17075
-2.1245,-8.3835,-1.9967
-2.4138,-9.5254,0.51499
-2.12,-8.3599,-1.6764
-2.423,-9.5477,0.8618
-2.2022,-8.6712,-1.417
-2.4361,-9.585,1.2143
-2.3691,-9.3214,-1.1809
-2.4501,-9.6334,1.5744
-2.3806,-9.3529,-0.84436
-2.4612,-9.6628,1.9382
-2.3941,-9.3924,-0.50797
-2.475,-9.7099,2.3134
-2.4095,-9.446,-0.17016
-2.487,-9.7429,2.6943
-2.1442,-8.357,-2.3118
-2.4368,-9.4907,0.17103
-2.1406,-8.3311,-1.9859
-2.4499,-9.5348,0.51593
-2.1336,-8.2977,-1.6654
-2.4626,-9.5705,0.86458
-2.2275,-8.6505,-1.4148
-2.4693,-9.5826,1.215
-2.4069,-9.3404,-1.1843
-2.4865,-9.6424,1.5772
-2.4195,-9.3759,-0.84715
-2.5021,-9.6888,1.9451
-2.4307,-9.4057,-0.50912
-2.5106,-9.7149,2.3165
-2.4458,-9.4574,-0.17051
-2.5261,-9.7607,2.7016
-2.1636,-8.318,-2.303
-2.4768,-9.5154,0.17163
-2.1579,-8.2844,-1.9764
-2.4857,-9.5358,0.51645
-2.1487,-8.2431,-1.6558
-2.4974,-9.5738,0.86563
-2.2507,-8.622,-1.4114
-2.5081,-9.6013,1.2184
-2.4425,-9.3435,-1.1858
-2.5232,-9.6452,1.579
-2.4526,-9.3755,-0.84785
-2.5412,-9.7071,1.9504
-2.469,-9.4246,-0.51059
-2.5495,-9.7249,2.321
-2.4819,-9.4604,-0.17072
-2.5626,-9.7612,2.7041
-2.1832,-8.2749,-2.2931
-2.5141,-9.5222,0.17191
-2.1739,-8.2278,-1.9647
-2.5261,-9.5541,0.51792
-2.1629,-8.1805,-1.6448
-2.5333,-9.5747,0.8665
-2.2732,-8.5855,-1.4067
-2.5528,-9.6347,1.2238
-2.4812,-9.3579,-1.1887
-2.5649,-9.6668,1.5841
-2.4894,-9.3823,-0.84925
-2.5766,-9.7038,1.9516
-2.506,-9.4314,-0.51143
-2.5914,-9.7461,2.3282
-2.5195,-9.469,-0.17103
-2.6026,-9.7746,2.7104
-2.2011,-8.2262,-2.2817
-2.5499,-9.523,0.17208
-2.1875,-8.1637,-1.9512
-2.5667,-9.5723,0.51938
-2.1828,-8.1407,-1.6383
-2.5724,-9.587,0.86842
-2.2965,-8.5527,-1.4026
-2.5843,-9.6181,1.2228
-2.5206,-9.3741,-1.1919
-2.6058,-9.6845,1.5884
-2.5268,-9.3908,-0.85081
-2.6165,-9.7175,1.9562
-2.5425,-9.4361,-0.51216
-2.631,-9.7577,2.3332
-2.5598,-9.4872,-0.17152
-2.6448,-9.7953,2.7186
-2.2187,-8.1775,-2.2704
-2.5899,-9.5392,0.17253
-2.2032,-8.109,-1.94
-2.6043,-9.5787,0.52022
-2.2009,-8.0951,-1.6307
-2.6121,-9.601,0.87051
-2.3191,-8.5179,-1.3982
-2.6221,-9.6243,1.2248
-2.5554,-9.3729,-1.1929
-2.6474,-9.704,1.5931
-2.568,-9.4127,-0.8536
-2.6546,-9.7235,1.9592
-2.5812,-9.4483,-0.51331
-2.6681,-9.7597,2.3359
-2.6014,-9.5091,-0.17208
-2.6836,-9.8028,2.7233
-2.2375,-8.1343,-2.2605
-2.6296,-9.5532,0.17295
-2.2196,-8.0581,-1.9296
-2.6414,-9.583,0.52095
-2.2125,-8.0268,-1.6184
-2.6525,-9.6168,0.87278
-2.3419,-8.485,-1.3941
-2.6631,-9.6419,1.2282
-2.5933,-9.3831,-1.1953
-2.6839,-9.7042,1.5947
-2.6094,-9.4282,-0.85587
-2.6964,-9.7426,1.965
-2.6195,-9.4585,-0.51436
-2.7069,-9.7673,2.3399
-2.6383,-9.5134,-0.17233
-2.7266,-9.825,2.7321
-2.2533,-8.0758,-2.2465
-2.6688,-9.5651,0.17334
-2.2351,-8.0052,-1.9188
-2.6813,-9.5968,0.52221
-2.2255,-7.9601,-1.6066
-2.691,-9.6185,0.87382
-2.3672,-8.4554,-1.3907
-2.7053,-9.6631,1.2321
-2.6325,-9.3969,-1.1982
-2.7204,-9.7043,1.5963
-2.6439,-9.4248,-0.85639
-2.7379,-9.7534,1.9691
-2.6606,-9.4719,-0.51561
-2.7511,-9.7873,2.3471
-2.6726,-9.508,-0.17239
-2.7676,-9.8396,2.7388
-2.2709,-8.0307,-2.2362
-2.7088,-9.5726,0.17365
-2.2522,-7.9538,-1.9085
-2.7197,-9.6047,0.52315
-2.2442,-7.9201,-1.6001
-2.7327,-9.6378,0.87644
-2.3886,-8.4186,-1.386
-2.7499,-9.6856,1.2362
-2.674,-9.412,-1.2014
-2.7629,-9.7251,1.6013
-2.6817,-9.4328,-0.85796
-2.7773,-9.7627,1.973
-2.7014,-9.4895,-0.51708
-2.7916,-9.8001,2.3525
-2.714,-9.5275,-0.17292
-2.8057,-9.8429,2.7424
-2.2862,-7.9781,-2.2238
-2.7449,-9.579,0.17393
-2.2641,-7.8957,-1.8963
-2.762,-9.6258,0.52483
-2.261,-7.8745,-1.5925
-2.7696,-9.6397,0.87748
-2.4056,-8.3727,-1.3798
-2.7836,-9.6821,1.237
-2.7151,-9.4375,-1.2058
-2.8018,-9.7325,1.6041
-2.7206,-9.4444,-0.85988
-2.8156,-9.7742,1.9772
-2.7356,-9.49,-0.5176
-2.8317,-9.817,2.3588
-2.755,-9.5448,-0.17341
-2.8465,-9.8553,2.7487
-2.2976,-7.9186,-2.2093
-2.1934,-7.5548,0.13732
-2.2797,-7.8466,-1.8864
-2.1995,-7.5659,0.41293
-2.2777,-7.8349,-1.586
-2.8121,-9.6668,0.8808
-2.4248,-8.3301,-1.3741
-2.8213,-9.6857,1.2387
-2.7485,-9.4298,-1.206
-2.8424,-9.7454,1.6078
-2.762,-9.4698,-0.86302
-2.8585,-9.7944,1.9833
-2.7748,-9.5015,-0.51875
-2.8692,-9.8183,2.3615
-2.7956,-9.5601,-0.17386
-2.8879,-9.8694,2.7554
-2.3137,-7.8716,-2.1984
-2.2063,-7.5011,0.13648
-2.2955,-7.7994,-1.877
-2.2186,-7.5333,0.41157
-2.2868,-7.7648,-1.5734
-2.8521,-9.678,0.88271
-2.4478,-8.3007,-1.3707
-2.8613,-9.6967,1.2414
-2.7859,-9.4354,-1.208
-2.8825,-9.7563,1.6113
-2.8018,-9.483,-0.86511
-2.8977,-9.8013,1.9867
-2.8176,-9.5243,-0.52053
-2.9095,-9.8288,2.3665
-2.24,-7.562,-0.13766
-2.93,-9.8852,2.7626
-2.3269,-7.8153,-2.185
-2.225,-7.4684,0.13602
