-1.7507,-8.6749,-2.3713
-1.8783,-9.2987,0.16559
-1.878,-9.2888,-2.1879
-1.8951,-9.3651,0.50075
-1.8714,-9.2479,-1.8341
-1.906,-9.4102,0.84001
-1.8658,-9.2037,-1.4874
-1.9118,-9.4218,1.1804
-1.8664,-9.19,-1.1514
-1.9246,-9.4679,1.5302
-1.8697,-9.198,-0.82118
-1.932,-9.4961,1.8837
-1.8827,-9.2453,-0.49447
-1.9459,-9.5474,2.2495
-1.8958,-9.2932,-0.16555
-1.9544,-9.5719,2.6177
-1.7806,-8.6669,-2.3708
-1.9164,-9.3196,0.16608
-1.8931,-9.1982,-2.1681
-1.9302,-9.3701,0.50138
-1.893,-9.1894,-1.8238
-1.9428,-9.423,0.84175
-1.8828,-9.1236,-1.4755
-1.9498,-9.4403,1.1836
-1.8988,-9.1853,-1.1517
-1.9644,-9.4941,1.5356
-1.9074,-9.2188,-0.82362
-1.9687,-9.5066,1.8871
-1.9182,-9.2543,-0.49531
-1.9808,-9.5482,2.2513
-1.9339,-9.3139,-0.16604
-1.9909,-9.5801,2.6218
-1.8109,-8.6606,-2.3708
-1.9555,-9.3441,0.16664
-1.9168,-9.1515,-2.1586
-1.9646,-9.3793,0.50222
-1.9073,-9.0982,-1.807
-1.9786,-9.4299,0.84297
-1.9134,-9.1112,-1.4746
-1.9865,-9.451,1.1858
-1.935,-9.1981,-1.1541
-1.9975,-9.4952,1.5368
-1.9429,-9.2277,-0.82502
-2.0088,-9.5323,1.8936
-1.9509,-9.2495,-0.49541
-2.0165,-9.5527,2.254
-1.9656,-9.3113,-0.16611
-2.0291,-9.6037,2.6301
-1.8363,-8.6315,-2.3646
-1.9935,-9.3708,0.16723
-1.9322,-9.0745,-2.142
-2.001,-9.39,0.50316
-1.926,-9.0301,-1.7947
-2.014,-9.4346,0.84402
-1.9374,-9.0758,-1.4699
-2.0199,-9.454,1.187
-1.968,-9.2033,-1.1556
-2.0327,-9.4978,1.5384
-1.9793,-9.2403,-0.82676
-2.0441,-9.5429,1.897
-1.9903,-9.284,-0.49761
-2.0564,-9.584,2.263
-2.0015,-9.3201,-0.16639
-2.0622,-9.5947,2.6296
-1.8608,-8.6065,-2.3594
-2.0279,-9.3716,0.16737
-1.9539,-9.022,-2.1312
-2.0385,-9.4044,0.50431
-1.9447,-8.9718,-1.7844
-2.0474,-9.4376,0.84489
-1.9632,-9.042,-1.4655
-2.0571,-9.4663,1.1894
-2.0073,-9.2293,-1.1597
-2.0696,-9.5081,1.5412
-2.0116,-9.2415,-0.82746
-2.0803,-9.5491,1.8997
-2.0265,-9.2946,-0.49855
-2.0902,-9.5787,2.2635
-2.0378,-9.3306,-0.16671
-2.1043,-9.6271,2.6405
-1.89,-8.5962,-2.3584
-2.0632,-9.3762,0.16758
-1.9699,-8.9447,-2.1145
-2.0773,-9.4245,0.50577
-1.9629,-8.9056,-1.7726
-2.0842,-9.4479,0.84646
-1.9879,-9.0042,-1.4605
-2.0918,-9.4668,1.1904
-2.0416,-9.2319,-1.1609
-2.1083,-9.5259,1.5453
-2.0473,-9.25,-0.82885
-2.1157,-9.5514,1.9016
-2.0616,-9.2991,-0.49918
-2.133,-9.6132,2.2734
-2.0747,-9.343,-0.16705
-2.1408,-9.6329,2.6441
-1.9187,-8.5839,-2.3568
